,location,bhk,total_sqft,bath,price,encoded_loc
2001,Munnekollal,2,1200.0,2.0,49.5,164
2002,Kodigehaali,2,1200.0,2.0,60.0,139
2003,Kaval Byrasandra,2,945.0,2.0,50.0,133
2004,Hormavu,2,1175.0,2.0,52.0,100
2005,Whitefield,2,920.0,2.0,63.0,224
2006,others,2,1600.0,2.0,110.0,230
2007,others,2,955.0,1.0,34.01,230
2008,Uttarahalli,3,1425.0,2.0,64.0,216
2009,Whitefield,2,1165.0,2.0,40.5,224
2010,Kaggadasapura,2,1050.0,2.0,48.0,118
2011,others,3,1370.0,2.0,75.0,230
2012,Electronic City,3,1374.0,2.0,72.0,74
2013,Harlur,3,1754.0,3.0,124.0,91
2014,Kothanur,3,1847.0,3.0,110.0,146
2015,Ambedkar Nagar,3,1850.0,4.0,139.0,13
2016,Chikka Tirupathi,3,3297.0,3.0,135.0,57
2017,others,2,1187.0,2.0,45.0,230
2018,Doddaballapur,3,3000.0,2.0,120.0,68
2019,Thanisandra,1,693.0,1.0,34.3,209
2020,KR Puram,2,1021.0,2.0,48.0,115
2021,Thigalarapalya,2,1165.0,2.0,95.0,210
2022,Horamavu Agara,3,1756.0,3.0,92.0,98
2023,Bharathi Nagar,3,1739.0,3.0,105.0,42
2024,Varthur,2,1280.0,2.0,65.0,217
2025,Marathahalli,2,1215.0,2.0,58.86,161
2026,Munnekollal,2,950.0,2.0,46.5,164
2027,Kengeri,3,1082.0,2.0,49.0,135
2028,Devanahalli,2,1080.0,2.0,53.35,65
2029,Arekere,2,1100.0,2.0,55.0,20
2030,Ardendale,4,3200.0,4.0,205.0,19
2031,Sarjapur  Road,2,1311.0,2.0,78.0,194
2032,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98,184
2033,Begur Road,2,1160.0,2.0,36.0,39
2034,Whitefield,2,1170.0,2.0,71.0,224
2035,Kengeri,2,1155.0,2.0,40.6,135
2036,Rayasandra,2,1065.0,2.0,44.95,189
2037,Neeladri Nagar,1,674.0,1.0,21.0,173
2038,Ambedkar Nagar,3,1936.0,4.0,126.0,13
2039,others,2,1100.0,2.0,38.45,230
2040,Ramagondanahalli,3,2257.0,4.0,157.0,187
2041,Nagarbhavi,2,1055.0,2.0,55.0,169
2042,Raja Rajeshwari Nagar,3,1530.0,3.0,51.87,184
2043,others,3,1700.0,3.0,97.0,230
2044,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0,184
2045,Rajiv Nagar,2,1263.0,2.0,93.32,186
2046,KR Puram,3,1559.0,3.0,69.315,115
2047,Kengeri Satellite Town,2,1043.0,2.0,65.0,136
2048,Hennur,2,1255.0,2.0,53.5,95
2049,JP Nagar,2,1352.5,2.0,93.865,109
2050,Yelahanka,3,1550.0,3.0,120.0,226
2051,others,3,1360.0,3.0,55.0,230
2052,others,2,1100.0,2.0,75.0,230
2053,8th Phase JP Nagar,3,1455.0,3.0,73.31,7
2054,KR Puram,2,1035.0,2.0,40.5,115
2055,Harlur,2,1152.0,2.0,69.0,91
2056,Bellandur,2,1299.0,2.0,82.0,40
2057,Rachenahalli,2,1050.0,2.0,52.5,183
2058,Pai Layout,2,1050.0,2.0,40.0,179
2059,Vittasandra,2,1246.0,2.0,67.4,223
2060,others,3,1929.0,3.0,115.0,230
2061,Hennur,2,1285.0,2.0,60.0,95
2062,Margondanahalli,3,1200.0,2.0,65.0,162
2063,others,4,3161.0,4.0,214.0,230
2064,Sompura,3,1025.0,2.0,37.0,203
2065,Malleshwaram,2,1124.0,3.0,80.0,160
2066,Balagere,2,1012.0,2.0,54.59,25
2067,8th Phase JP Nagar,2,871.0,2.0,55.0,7
2068,others,2,1020.0,2.0,40.0,230
2069,Rachenahalli,3,1550.0,3.0,73.5,183
2070,Akshaya Nagar,3,1410.0,2.0,80.0,11
2071,Chikka Tirupathi,4,3500.0,5.0,150.0,57
2072,Whitefield,2,1118.0,2.0,75.0,224
2073,Thanisandra,2,1098.0,2.0,68.0,209
2074,Kanakapura,2,1130.0,2.0,45.2,126
2075,Sarjapur  Road,2,1145.0,2.0,75.0,194
2076,others,2,1051.0,2.0,33.0,230
2077,Marathahalli,2,1102.0,2.0,53.67,161
2078,Hebbal,2,823.0,2.0,50.63,92
2079,Abbigere,2,880.0,2.0,35.0,10
2080,Budigere,3,1991.0,4.0,100.0,52
2081,TC Palaya,3,1100.0,3.0,50.0,207
2082,Gubbalala,3,1745.0,3.0,115.0,84
2083,others,2,1100.0,2.0,70.0,230
2084,5th Phase JP Nagar,2,1450.0,2.0,58.0,4
2085,Singasandra,4,3366.0,4.0,120.0,201
2086,Sahakara Nagar,2,1150.0,2.0,54.0,190
2087,Bommanahalli,2,1090.0,3.0,44.0,47
2088,Kaggadasapura,2,1132.0,2.0,42.0,118
2089,Hulimavu,2,1375.0,2.0,80.0,105
2090,Thanisandra,1,760.0,1.0,50.3,209
2091,Kaggadasapura,2,1180.0,2.0,65.0,118
2092,Jigani,2,918.0,2.0,45.0,113
2093,Margondanahalli,2,1200.0,1.0,53.0,162
2094,Ardendale,3,1728.0,3.0,95.0,19
2095,BTM 2nd Stage,2,1200.0,2.0,80.0,22
2096,6th Phase JP Nagar,2,1280.0,2.0,56.0,5
2097,others,3,1455.0,2.0,56.0,230
2098,Rachenahalli,1,440.0,1.0,28.0,183
2099,Kanakpura Road,3,1500.0,3.0,97.0,127
2100,Whitefield,3,1800.0,3.0,110.0,224
2101,Mysore Road,3,1525.0,3.0,96.0,166
2102,Rachenahalli,2,1204.0,2.0,38.5,183
2103,Old Madras Road,2,1225.0,2.0,53.55,177
2104,Bannerghatta Road,3,1650.0,3.0,122.0,34
2105,others,4,4200.0,4.0,255.0,230
2106,others,2,1200.0,2.0,55.0,230
2107,9th Phase JP Nagar,2,1005.0,2.0,42.0,8
2108,Whitefield,3,1562.0,3.0,103.0,224
2109,Devanahalli,4,5000.0,5.0,395.0,65
2110,Ramamurthy Nagar,2,1200.0,2.0,42.0,188
2111,Kasavanhalli,3,1555.0,3.0,82.5,130
2112,KR Puram,2,1550.0,2.0,71.0,115
2113,Whitefield,2,1190.0,2.0,67.0,224
2114,Chikkalasandra,2,1070.0,2.0,50.0,59
2115,Jalahalli East,2,1020.0,2.0,42.48,112
2116,Yelahanka,3,1610.0,3.0,115.0,226
2117,others,1,700.0,1.0,41.0,230
2118,others,3,1300.0,2.0,49.0,230
2119,Hebbal,3,1069.0,3.0,65.4,92
2120,Marathahalli,3,1900.0,3.0,123.0,161
2121,Old Airport Road,2,1655.0,2.0,97.65,176
2122,Uttarahalli,2,1155.0,2.0,40.42,216
2123,Sarjapur  Road,3,1300.0,2.0,70.0,194
2124,Electronic City,2,1100.0,2.0,45.0,74
2125,Doddathoguru,2,1030.0,2.0,42.0,70
2126,Vittasandra,2,2105.0,2.0,70.2,223
2127,Bhoganhalli,3,1700.0,3.0,126.0,43
2128,Jakkur,3,1760.0,3.0,139.0,110
2129,others,2,1400.0,2.0,67.0,230
2130,others,2,1200.0,2.0,53.0,230
2131,Bannerghatta Road,2,912.0,2.0,55.0,34
2132,Whitefield,2,1102.0,2.0,48.0,224
2133,others,3,1535.0,3.0,55.0,230
2134,Jigani,2,918.0,2.0,63.2,113
2135,Begur Road,3,1500.0,2.0,70.0,39
2136,Kasavanhalli,3,1476.0,3.0,89.0,130
2137,Mysore Road,2,1200.0,2.0,65.0,166
2138,Vijayanagar,1,606.0,1.0,34.78,220
2139,others,2,1100.0,2.0,61.0,230
2140,Garudachar Palya,3,1295.0,2.0,59.5,79
2141,Neeladri Nagar,1,527.0,1.0,26.0,173
2142,OMBR Layout,2,1300.0,2.0,80.0,175
2143,others,1,1260.0,1.0,41.0,230
2144,Koramangala,2,1140.0,2.0,75.2,144
2145,Whitefield,3,2321.0,4.0,128.0,224
2146,Sarjapur  Road,2,1390.0,2.0,62.0,194
2147,Sarjapur  Road,3,1725.0,3.0,90.0,194
2148,Hennur Road,3,1186.0,2.0,63.0,96
2149,Kanakpura Road,2,1230.0,2.0,85.0,127
2150,Yeshwanthpur,3,1313.0,3.0,96.0,229
2151,Ambalipura,2,1250.0,2.0,66.25,12
2152,Binny Pete,1,660.0,1.0,54.0,45
2153,Old Madras Road,2,1100.0,2.0,70.0,177
2154,Electronics City Phase 1,2,1015.0,2.0,56.0,76
2155,Gottigere,1,812.0,1.0,26.0,82
2156,others,3,1360.0,2.0,65.0,230
2157,Nehru Nagar,3,2167.0,3.0,170.0,174
2158,Raja Rajeshwari Nagar,2,1200.0,2.0,35.0,184
2159,others,2,1165.0,2.0,75.0,230
2160,BTM 2nd Stage,2,1274.0,2.0,70.0,22
2161,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02,184
2162,Thubarahalli,3,1626.0,2.0,120.0,211
2163,Banashankari Stage V,2,1035.0,2.0,35.77,29
2164,others,3,1272.0,4.0,75.0,230
2165,others,2,965.0,2.0,45.0,230
2166,Kothannur,2,1070.0,2.0,42.79,145
2167,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0,184
2168,others,2,780.0,2.0,25.0,230
2169,others,3,1000.0,2.0,65.0,230
2170,5th Phase JP Nagar,3,1700.0,2.0,100.0,4
2171,Haralur Road,3,1850.0,3.0,110.0,90
2172,Kereguddadahalli,2,904.0,2.0,30.0,137
2173,others,2,1121.0,2.0,43.72,230
2174,7th Phase JP Nagar,3,1385.0,2.0,58.17,6
2175,Sahakara Nagar,2,1270.0,2.0,69.85,190
2176,Kanakpura Road,3,1450.0,3.0,56.0,127
2177,Mahadevpura,1,730.0,1.0,35.0,156
2178,Raja Rajeshwari Nagar,3,1580.0,3.0,53.56,184
2179,Thanisandra,2,1111.0,2.0,50.0,209
2180,Varthur,2,977.0,2.0,36.0,217
2181,others,2,674.0,1.0,19.9,230
2182,Sarjapur,4,2540.0,4.0,115.0,193
2183,Jakkur,2,1290.0,2.0,100.0,110
2184,Abbigere,2,795.0,2.0,32.54,10
2185,Kanakpura Road,2,700.0,1.0,35.0,127
2186,others,3,1306.0,2.0,58.0,230
2187,others,3,2401.0,3.0,185.0,230
2188,Bommenahalli,4,1670.0,3.0,135.0,50
2189,others,3,1200.0,3.0,90.0,230
2190,Dodda Nekkundi,3,1804.0,3.0,121.0,67
2191,Hoskote,3,1225.0,3.0,40.0,103
2192,Thanisandra,2,1185.5,2.0,58.68,209
2193,Bellandur,2,900.0,2.0,56.0,40
2194,Binny Pete,2,1350.0,2.0,91.0,45
2195,Kaggalipura,1,700.0,1.0,36.0,119
2196,Mysore Road,2,1005.0,2.0,35.175,166
2197,others,2,1160.0,2.0,46.39,230
2198,Hennur Road,3,1680.0,3.0,99.27,96
2199,LB Shastri Nagar,2,1043.0,2.0,55.0,151
2200,Hebbal,2,1040.0,2.0,46.0,92
2201,Tindlu,3,1357.0,2.0,65.0,213
2202,others,2,1225.0,2.0,47.0,230
2203,Yelachenahalli,2,1130.0,2.0,40.0,225
2204,Basavangudi,4,2500.0,4.0,150.0,35
2205,Sultan Palaya,3,1700.0,3.0,120.0,206
2206,Doddathoguru,3,1549.0,3.0,65.0,70
2207,Yeshwanthpur,2,1400.0,2.0,100.0,229
2208,Dodda Nekkundi,2,1080.0,2.0,50.0,67
2209,Abbigere,2,1005.0,2.0,39.59,10
2210,Whitefield,2,1320.0,2.0,95.0,224
2211,Anandapura,4,1475.0,2.0,50.0,15
2212,Kudlu Gate,3,1707.0,2.0,99.745,148
2213,others,2,1110.0,2.0,51.0,230
2214,others,2,1300.0,2.0,54.0,230
2215,Electronic City,2,1128.0,2.0,65.35,74
2216,Jakkur,2,1452.19,2.0,100.0,110
2217,Banashankari,3,2600.0,4.0,135.0,26
2218,Sanjay nagar,2,630.0,1.0,35.0,191
2219,Hosa Road,2,1243.0,2.0,48.5,101
2220,others,2,960.0,2.0,32.0,230
2221,others,3,1690.0,3.0,100.0,230
2222,Whitefield,2,735.0,2.0,35.0,224
2223,Banaswadi,2,1365.0,2.0,73.0,31
2224,Hebbal,2,1420.0,2.0,99.39,92
2225,Somasundara Palya,3,1570.0,3.0,68.0,202
2226,Bisuvanahalli,2,850.0,1.0,32.0,46
2227,7th Phase JP Nagar,3,1575.0,2.0,110.0,6
2228,Thigalarapalya,2,1418.0,2.0,104.0,210
2229,Uttarahalli,2,1050.0,2.0,42.0,216
2230,Ulsoor,3,1340.0,3.0,90.0,215
2231,Yelahanka New Town,3,1610.0,3.0,92.0,227
2232,Kudlu,2,1092.0,2.0,44.0,147
2233,Yelahanka,3,1455.0,3.0,61.5,226
2234,others,2,799.0,2.0,38.0,230
2235,Whitefield,3,1896.0,3.0,75.0,224
2236,Ardendale,2,1100.0,2.0,48.0,19
2237,Bellandur,2,1350.0,2.0,79.0,40
2238,others,3,1355.0,3.0,61.0,230
2239,others,2,1350.0,2.0,90.0,230
2240,Kasavanhalli,3,1493.0,3.0,82.0,130
2241,8th Phase JP Nagar,2,1098.0,2.0,43.91,7
2242,others,3,1460.0,3.0,88.0,230
2243,Varthur,2,1091.0,2.0,32.0,217
2244,Yelahanka,2,1180.0,2.0,42.0,226
2245,Kanakpura Road,2,1366.0,3.0,76.85,127
2246,others,3,1685.0,3.0,95.0,230
2247,Koramangala,2,1260.0,2.0,100.0,144
2248,Whitefield,3,3010.0,3.0,200.0,224
2249,Whitefield,2,1346.0,2.0,96.17,224
2250,Sarjapur  Road,3,1476.0,2.0,98.94,194
2251,7th Phase JP Nagar,3,1850.0,3.0,140.0,6
2252,Electronic City,2,755.0,1.0,34.0,74
2253,others,2,1194.0,2.0,46.0,230
2254,others,1,800.0,1.0,52.0,230
2255,Vijayanagar,2,1352.0,2.0,68.0,220
2256,Thanisandra,3,2002.0,3.0,112.0,209
2257,others,4,4000.0,5.0,280.0,230
2258,Kaval Byrasandra,2,1060.0,2.0,45.0,133
2259,Kanakpura Road,3,1419.59,2.0,59.0,127
2260,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15,184
2261,Electronics City Phase 1,3,1595.0,3.0,75.0,76
2262,Banashankari,2,1260.0,2.0,75.0,26
2263,Hebbal,2,1100.0,2.0,47.0,92
2264,ISRO Layout,2,1180.0,2.0,52.0,106
2265,Electronic City,4,4000.0,5.0,150.0,74
2266,Akshaya Nagar,3,1662.0,3.0,85.0,11
2267,Ambedkar Nagar,3,1862.0,3.0,119.0,13
2268,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0,184
2269,Whitefield,3,1410.0,3.0,43.71,224
2270,Raja Rajeshwari Nagar,3,1560.0,2.0,62.4,184
2271,Thanisandra,3,1634.0,3.0,78.0,209
2272,Whitefield,3,1150.0,2.0,44.0,224
2273,others,2,1100.0,2.0,53.0,230
2274,Yelahanka,3,1616.0,3.0,65.0,226
2275,Nagavarapalya,2,1392.0,2.0,99.0,172
2276,Jakkur,3,1798.0,3.0,120.0,110
2277,Babusapalaya,3,1675.0,3.0,75.0,24
2278,others,5,2000.0,4.0,103.0,230
2279,Hebbal,3,1700.0,3.0,124.0,92
2280,Hulimavu,2,1248.0,2.0,69.0,105
2281,others,2,1147.0,2.0,54.0,230
2282,Sultan Palaya,2,1100.0,2.0,40.0,206
2283,Vijayanagar,3,1527.0,3.0,115.0,220
2284,Kanakpura Road,1,525.0,1.0,25.0,127
2285,Kaggadasapura,2,1100.0,2.0,58.0,118
2286,Seegehalli,2,1118.0,2.0,37.5,198
2287,Kanakapura,3,1476.0,3.0,75.0,126
2288,others,3,2100.0,3.0,75.0,230
2289,others,3,1215.0,2.0,46.5,230
2290,Ambalipura,2,1332.0,2.0,79.0,12
2291,Hennur Road,2,1350.0,2.0,49.0,96
2292,NGR Layout,2,1105.0,2.0,49.73,167
2293,Kasavanhalli,2,1200.0,2.0,50.0,130
2294,Ramagondanahalli,2,1251.0,2.0,47.4,187
2295,Pai Layout,3,1400.0,2.0,67.0,179
2296,Hegde Nagar,3,1703.0,3.0,113.0,94
2297,NRI Layout,5,2500.0,5.0,130.0,168
2298,Varthur,3,1250.0,3.0,71.0,217
2299,Jigani,2,933.0,2.0,43.0,113
2300,others,1,461.82,1.0,31.7,230
2301,Brookefield,2,1262.0,2.0,75.0,51
2302,Yelahanka,2,915.0,2.0,48.0,226
2303,Panathur,3,1370.0,2.0,61.5,180
2304,Malleshpalya,2,1210.0,2.0,55.0,159
2305,others,3,1500.0,2.0,85.0,230
2306,others,2,1065.0,2.0,50.0,230
2307,Ramamurthy Nagar,3,1515.0,3.0,65.0,188
2308,Sarjapura - Attibele Road,4,1800.0,4.0,110.0,195
2309,Uttarahalli,3,1300.0,2.0,55.0,216
2310,Vijayanagar,2,989.0,2.0,60.0,220
2311,Jakkur,2,1300.0,2.0,85.0,110
2312,Marathahalli,2,1045.0,2.0,60.0,161
2313,others,2,1205.0,2.0,42.18,230
2314,others,2,1260.0,2.0,75.0,230
2315,Bommanahalli,3,1250.0,2.0,42.5,47
2316,others,2,1199.0,2.0,50.0,230
2317,Lakshminarayana Pura,2,1149.0,2.0,75.0,153
2318,Sarjapur  Road,3,2180.0,3.0,170.0,194
2319,Hulimavu,3,1818.0,3.0,135.0,105
2320,others,2,1070.0,2.0,33.0,230
2321,Nagarbhavi,3,1350.0,2.0,54.6,169
2322,Chandapura,2,630.0,1.0,27.0,55
2323,Hoodi,2,1430.0,2.0,113.0,97
2324,Nagavara,3,2430.0,4.0,180.0,171
2325,Sarjapur  Road,2,1084.0,2.0,55.0,194
2326,Hennur Road,3,1186.0,2.0,56.0,96
2327,Kengeri,2,1255.0,2.0,50.0,135
2328,Haralur Road,4,3400.0,5.0,240.0,90
2329,Hosa Road,3,1541.0,3.0,69.84,101
2330,Iblur Village,4,3596.0,5.0,282.0,107
2331,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0,184
2332,7th Phase JP Nagar,3,1370.0,2.0,54.79,6
2333,Electronic City,2,1100.0,2.0,40.0,74
2334,JP Nagar,2,1200.0,2.0,62.0,109
2335,Gunjur,4,2000.0,3.0,95.0,85
2336,Sarjapur  Road,3,1220.0,3.0,62.0,194
2337,others,3,1950.0,3.0,130.0,230
2338,Somasundara Palya,2,1178.0,2.0,73.0,202
2339,Dasanapura,3,1286.0,3.0,61.44,63
2340,Begur Road,2,1160.0,2.0,42.0,39
2341,Jigani,2,918.0,2.0,55.0,113
2342,Electronic City,3,1563.0,3.0,91.84,74
2343,others,2,1326.0,2.0,62.17,230
2344,Begur Road,2,1240.0,2.0,39.06,39
2345,Kaggadasapura,2,1325.0,2.0,50.0,118
2346,Sonnenahalli,2,1100.0,2.0,44.0,204
2347,Gollarapalya Hosahalli,3,1605.0,3.0,50.0,81
2348,Somasundara Palya,2,1260.0,2.0,60.0,202
2349,Hoodi,3,1553.0,3.0,83.09,97
2350,Whitefield,2,1280.0,2.0,52.0,224
2351,Hebbal,3,1550.0,2.0,75.0,92
2352,Murugeshpalya,3,1550.0,3.0,74.0,165
2353,Electronics City Phase 1,3,1515.0,2.0,80.91,76
2354,Hosa Road,3,1332.0,2.0,86.12,101
2355,Electronic City,3,1652.0,3.0,70.0,74
2356,Hegde Nagar,3,1570.0,3.0,105.0,94
2357,Sector 2 HSR Layout,1,794.0,1.0,60.0,196
2358,Seegehalli,3,1200.0,2.0,62.0,198
2359,Sarjapur  Road,3,1750.0,3.0,110.0,194
2360,Hebbal,2,1053.0,2.0,48.0,92
2361,Kadubeesanahalli,3,1665.0,3.0,70.0,116
2362,Bommasandra,3,1447.0,3.0,80.0,48
2363,Balagere,2,1012.0,2.0,75.0,25
2364,Malleshpalya,3,1900.0,3.0,60.0,159
2365,others,2,1308.0,2.0,92.66,230
2366,Hormavu,1,1351.0,2.0,53.0,100
2367,Gunjur,2,1140.0,2.0,49.11,85
2368,Jakkur,4,3181.0,4.0,260.5,110
2369,Uttarahalli,3,1250.0,2.0,55.0,216
2370,Kanakapura,3,1290.0,3.0,45.15,126
2371,Garudachar Palya,3,1320.0,2.0,60.6,79
2372,Akshaya Nagar,3,1662.0,3.0,85.5,11
2373,Battarahalli,3,1777.0,3.0,100.0,37
2374,Kadugodi,3,1900.0,3.0,108.0,117
2375,Anandapura,3,1576.0,3.0,59.1,15
2376,Sompura,2,1020.0,2.0,41.0,203
2377,others,3,2100.0,3.0,170.0,230
2378,Raja Rajeshwari Nagar,1,648.0,1.0,31.75,184
2379,Neeladri Nagar,3,1167.0,2.0,38.0,173
2380,Hoodi,2,1220.0,2.0,50.89,97
2381,Vittasandra,2,1259.0,2.0,67.4,223
2382,Gottigere,4,2000.0,4.0,82.0,82
2383,8th Phase JP Nagar,3,1800.0,3.0,80.0,7
2384,others,3,1991.0,3.0,160.0,230
2385,Bannerghatta,3,1665.0,3.0,110.0,33
2386,others,2,1234.0,2.0,61.0,230
2387,Mysore Road,3,1340.0,2.0,64.31,166
2388,Banashankari,2,1170.0,2.0,46.79,26
2389,Electronics City Phase 1,2,995.0,2.0,46.0,76
2390,Old Airport Road,2,1075.0,2.0,60.0,176
2391,Electronic City,2,1025.0,2.0,54.5,74
2392,Rachenahalli,3,2721.0,3.0,113.0,183
2393,Thanisandra,3,2000.0,3.0,99.0,209
2394,Whitefield,4,2500.0,4.0,155.0,224
2395,Mallasandra,2,1325.0,2.0,70.0,158
2396,Kadugodi,2,1314.0,2.0,68.2,117
2397,Kanakpura Road,3,2265.0,3.0,136.0,127
2398,Yelahanka,2,1026.0,2.0,41.0,226
2399,others,3,1200.0,3.0,66.0,230
2400,others,3,2220.0,4.0,65.0,230
2401,KR Puram,2,1192.5,2.0,51.22,115
2402,Sarjapur  Road,3,1888.0,4.0,95.0,194
2403,JP Nagar,2,1300.0,2.0,90.87,109
2404,Rajaji Nagar,2,1216.0,2.0,97.16,185
2405,Begur,3,1559.0,3.0,63.0,38
2406,Harlur,2,1290.0,2.0,87.0,91
2407,Whitefield,1,905.0,1.0,55.0,224
2408,others,2,1069.0,2.0,55.0,230
2409,Sarjapur  Road,3,1300.0,3.0,60.0,194
2410,Channasandra,2,1115.0,2.0,33.45,56
2411,Ambedkar Nagar,3,2150.0,4.0,125.0,13
2412,Marathahalli,3,1305.0,2.0,69.0,161
2413,Kanakpura Road,2,1252.0,2.0,56.32,127
2414,Whitefield,2,1200.0,2.0,46.13,224
2415,others,2,1375.0,2.0,105.0,230
2416,Subramanyapura,2,1313.0,2.0,66.5,205
2417,Attibele,4,3640.0,4.0,275.0,21
2418,others,3,1693.0,3.0,108.0,230
2419,others,2,1160.0,2.0,41.75,230
2420,Subramanyapura,3,1255.0,2.0,79.0,205
2421,others,2,900.0,2.0,45.0,230
2422,Yelahanka New Town,3,1700.0,3.0,90.0,227
2423,Uttarahalli,3,1700.0,3.0,88.0,216
2424,Harlur,3,1749.0,3.0,115.0,91
2425,Dasanapura,2,1500.0,3.0,65.0,63
2426,others,2,1175.0,2.0,48.0,230
2427,Akshaya Nagar,2,1280.0,2.0,60.0,11
2428,others,2,1200.0,2.0,50.0,230
2429,Ramagondanahalli,3,1610.0,2.0,115.0,187
2430,Electronic City,2,1070.0,2.0,46.0,74
2431,TC Palaya,2,1200.0,2.0,66.0,207
2432,9th Phase JP Nagar,2,1127.0,2.0,50.0,8
2433,others,2,600.0,2.0,23.0,230
2434,others,2,1364.0,2.0,70.0,230
2435,Whitefield,4,2268.0,3.0,146.0,224
2436,others,3,1150.0,2.0,77.5,230
2437,others,2,1146.0,2.0,39.5,230
2438,Magadi Road,2,1345.0,2.0,55.0,155
2439,others,2,1110.0,2.0,41.0,230
2440,Kengeri,2,750.0,2.0,36.0,135
2441,others,2,1156.0,2.0,49.5,230
2442,others,2,1247.0,2.0,59.8,230
2443,others,2,1058.0,2.0,60.0,230
2444,Kaggalipura,2,950.0,2.0,48.0,119
2445,Vijayanagar,3,1520.0,2.0,103.0,220
2446,others,1,900.0,1.0,30.0,230
2447,Hennur Road,3,2350.0,3.0,174.0,96
2448,Thanisandra,2,1050.0,2.0,46.0,209
2449,Laggere,5,2800.0,5.0,125.0,152
2450,others,3,1500.0,2.0,65.0,230
2451,others,2,1400.0,2.0,65.0,230
2452,8th Phase JP Nagar,4,2700.0,4.0,130.0,7
2453,Bommasandra,2,920.0,2.0,37.46,48
2454,Sarjapur  Road,3,1200.0,3.0,70.0,194
2455,Haralur Road,2,1464.0,2.0,56.0,90
2456,Electronics City Phase 1,3,1555.0,2.0,82.0,76
2457,Whitefield,2,1150.0,2.0,55.0,224
2458,Kadubeesanahalli,2,970.0,2.0,35.0,116
2459,Banashankari,4,2500.0,4.0,95.0,26
2460,others,2,1166.0,2.0,53.0,230
2461,Electronic City,3,1350.0,3.0,58.0,74
2462,others,2,900.0,2.0,46.0,230
2463,others,3,1190.0,3.0,55.0,230
2464,Kodichikkanahalli,3,1495.0,2.0,75.0,138
2465,Banashankari Stage III,3,1350.0,2.0,68.0,28
2466,Green Glen Layout,2,940.0,2.0,56.8,83
2467,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0,184
2468,Kaikondrahalli,2,1300.0,2.0,61.0,120
2469,Hoodi,2,1105.0,2.0,46.37,97
2470,Sarjapur  Road,3,2600.0,3.0,200.0,194
2471,Yelahanka,3,1517.0,3.0,76.3,226
2472,Jalahalli,3,1615.0,3.0,89.75,111
2473,others,3,1500.0,3.0,65.0,230
2474,Mysore Road,3,1082.0,3.0,50.5,166
2475,Marathahalli,2,1365.0,2.0,73.0,161
2476,CV Raman Nagar,2,1392.0,2.0,98.0,53
2477,Kodigehalli,2,1086.0,2.0,33.66,140
2478,Hennur Road,3,1586.0,3.0,93.94,96
2479,Hennur,2,1100.0,2.0,60.0,95
2480,TC Palaya,3,1500.0,2.0,120.0,207
2481,7th Phase JP Nagar,3,1575.0,2.0,120.0,6
2482,Hennur Road,3,1975.0,3.0,123.0,96
2483,others,2,820.0,2.0,24.0,230
2484,Gubbalala,3,1745.0,3.0,110.0,84
2485,Nagarbhavi,2,1223.0,2.0,60.0,169
2486,Ananth Nagar,3,1200.0,2.0,65.0,16
2487,Basaveshwara Nagar,2,1200.0,2.0,90.0,36
2488,Binny Pete,1,665.0,1.0,46.08,45
2489,Bharathi Nagar,2,1351.0,2.0,70.0,42
2490,Sector 7 HSR Layout,3,3900.0,3.0,300.0,197
2491,Thanisandra,3,1588.0,3.0,75.55,209
2492,Amruthahalli,2,900.0,2.0,60.0,14
2493,Harlur,4,3385.0,4.0,260.0,91
2494,Panathur,3,1370.0,2.0,75.0,180
2495,Whitefield,3,1500.0,3.0,71.8,224
2496,Hoodi,2,1247.0,2.0,53.0,97
2497,Balagere,2,1020.07,2.0,68.38,25
2498,others,3,1033.0,2.0,32.0,230
2499,others,3,1460.0,2.0,73.0,230
2500,Garudachar Palya,2,1150.0,2.0,52.8,79
2501,Sarjapur  Road,5,5965.0,5.0,385.0,194
2502,Babusapalaya,2,1141.0,2.0,46.0,24
2503,Doddaballapur,4,4200.0,4.0,325.0,68
2504,Hosa Road,3,1665.0,2.0,125.0,101
2505,Kanakapura,2,1295.0,2.0,64.0,126
2506,Haralur Road,2,1230.0,2.0,78.0,90
2507,others,3,1080.0,2.0,75.0,230
2508,Kaggalipura,2,1000.0,2.0,60.0,119
2509,Whitefield,1,630.5,1.0,32.79,224
2510,Rayasandra,3,1708.0,3.0,75.0,189
2511,Thanisandra,3,1697.0,3.0,115.0,209
2512,Whitefield,4,3537.0,5.0,210.0,224
2513,Hosa Road,1,615.0,1.0,28.29,101
2514,Banashankari,3,1350.0,2.0,83.0,26
2515,Kanakpura Road,3,1530.0,2.0,66.4,127
2516,Jalahalli,2,1083.0,2.0,32.49,111
2517,Gottigere,3,1460.0,2.0,65.0,82
2518,Babusapalaya,2,1084.0,2.0,58.0,24
2519,Bommasandra,2,1035.0,2.0,41.43,48
2520,others,3,2400.0,2.0,150.0,230
2521,Hosur Road,1,460.0,1.0,21.0,104
